catalog_schema_version,catalog_version,transformation_rules_version,blackforge_id,display_order_v2,record_hash,source_fingerprint,review_status,manual_review_reason,activation_tier,default_enabled,selection_weight,mode,source_catalog,source_kind,source_number,source_ref,source_file,source_family,title,description,source_text,operational_prompt,operationalization_status,stage_primary,stage_secondary,stage_confidence,combination_role,recommended_pair_roles,functional_category_primary,functional_category_secondary,taxonomy_confidence,domain_primary,domain_secondary,cybersecurity_fit,developer_tools_fit,profile_offensive_research,profile_defensive_engineering,profile_devtools,profile_hybrid,causal_axis_primary,causal_axis_secondary,causal_axis_confidence,evidence_level,verification_method,input_contract,output_artifact,use_when,avoid_when,prerequisites,execution_scope_v2,safety_class,risk_level,requires_sandbox,requires_explicit_authorization,external_target_prohibited,human_impact,compliance_impact,quota_group,near_duplicate_status,canonical_item_id,semantic_cluster_id,score_profile_version,source_integrity_v2,operational_clarity_v2,blackforge_fit_v2,causal_leverage_v2,validation_readiness_v2,diversity_contribution_v2,quality_score_v2,score_confidence,debate_rounds_applied,change_reason,tier_relaxation_reason,pipeline_stage,functional_category,domain_scope,execution_scope,tier,activation_weight,audit_score,audit_origin,audit_change,audit_note
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-S800-0764,147,f76a8479cf9a2e39c46f3b2619c78b4c9e9b8ef0ca4e70c29ee41c94326bd8a6,b48af4ee2bd90baa01360305c7ad14e440d9754d57048d8525d58a33feb05be6,approved_auto,,core,True,7,BLACKFORGE,S800,space_escape,764,S800-0764,800_tecnicas_salto_espacio_conocido.txt,"Agentes, razonamiento y aprendizaje",Razonamiento por expansión adversarial,añade condiciones hasta romperla.,Razonamiento por expansión adversarial — añade condiciones hasta romperla.,"Explora fuera del espacio conocido mediante: Razonamiento por expansión adversarial — añade condiciones hasta romperla.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,ATACAR,,1.0,adversarial_challenger,evolver;evaluator,adversarial_threat,agents_ai_devtools,1.0,cybersecurity,,8,4,44,4,3,27,decision_trigger,,0.4,adversarial,none,"idea_candidate, threat_model, safety_limits",adversarial_findings,"Cuando una idea debe resistir abuso, adaptación adversarial o casos límite autorizados.","No ejecutar contra terceros ni fuera de un entorno propio, autorizado o simulado.",normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,adversarial_threat|decision_trigger,unique,BF-CYB-S800-0764,,BF-Q2.0,15,9,2,14,12,4,56,medium,1-20,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,ATACAR,adversarial_threat,hybrid,defensive_design,extended,2,71,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1374,148,6e358ce566b35139f96c88b1d37ca3f3b693f00a591b0e9138ba07d224b076c2,e13209aaea4b47b5663c8a5f2870ed6bbe639db6eba6e5227a0064125a51651c,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1374,L600-1374,lentes_1101-1700.txt,Lentes 1351-1400,Lente de marco lógico,"ordenar objetivos, indicadores, fuentes de verificación y riesgos en una estructura comprobable.","Lente de marco lógico: ordenar objetivos, indicadores, fuentes de verificación y riesgos en una estructura comprobable.","Examina el reto desde: Lente de marco lógico: ordenar objetivos, indicadores, fuentes de verificación y riesgos en una estructura comprobable.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,decision_risk,evidence_verification,0.8,cybersecurity,,0,0,0,0,0,10,evidence_required,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,decision_risk|evidence_required,unique,BF-CYB-L600-1374,,BF-Q2.0,15,15,0,13,5,8,56,high,1-20,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,,EVALUAR,evidence_verification,hybrid,local_analysis,extended,2,60,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1502,149,c78d29080b04fb75fdade0fa24aae1d914b112a6574601e9f676f7918d7a90f0,61233724f0395f7f5ee8df7aa3086b7a4c0ee0d9f9bff3cb4e659bc88afc925b,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1502,L600-1502,lentes_1101-1700.txt,Lentes 1501-1550,Lente STRIDE,"revisar suplantación, manipulación, repudio, divulgación, denegación y elevación de privilegios.","Lente STRIDE: revisar suplantación, manipulación, repudio, divulgación, denegación y elevación de privilegios.","Examina el reto desde: Lente STRIDE: revisar suplantación, manipulación, repudio, divulgación, denegación y elevación de privilegios.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,trust_identity_access,evidence_verification,0.55,cybersecurity,,30,0,16,46,0,31,authorization_rule,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,True,trust_identity_access|authorization_rule,unique,BF-CYB-L600-1502,,BF-Q2.0,15,15,6,13,5,2,56,medium,1-20,causal_axis_added;integration_contract_added,,CARTOGRAFIAR,trust_identity_access,cybersecurity,conceptual_only,core,5,61,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1552,150,66b86e0e4b4fafbf55720d8c5892b1c8d42d274c18fef324293cedc3fe936f4f,d087daca7639b2bec4b50ba7cd226cf86d672655cd871c8451bc41674d766e79,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1552,L600-1552,lentes_1101-1700.txt,Lentes 1551-1600,Lente de aversión absoluta al riesgo,observar cuánto dinero seguro sacrifica alguien para evitar una apuesta.,Lente de aversión absoluta al riesgo: observar cuánto dinero seguro sacrifica alguien para evitar una apuesta.,"Examina el reto desde: Lente de aversión absoluta al riesgo: observar cuánto dinero seguro sacrifica alguien para evitar una apuesta.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,decision_risk,,1.0,cybersecurity,,0,0,0,0,0,10,observability,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,decision_risk|observability,unique,BF-CYB-L600-1552,,BF-Q2.0,15,15,0,13,5,8,56,high,1-20,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,decision_risk,developer_tools,conceptual_only,extended,2,61,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0571,151,970825c9ed311722ba1662444602606149ed2f24912154f2cc77bbbf1d917fb0,0e1d3afb2d68abc1d5d7768c06c2d9ec2a28dcbbbde769a855e10eb4e2458605,approved_auto,,core,True,7,BLACKFORGE,M800,method,571,M800-0571,800_metodos_ideas_disruptivas.txt,Ciberseguridad,Autorización contextual,"Evaluar dispositivo, riesgo, tarea y momento.","Autorización contextual — Evaluar dispositivo, riesgo, tarea y momento.","Ejecuta la operación: Autorización contextual — Evaluar dispositivo, riesgo, tarea y momento.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DELIMITAR,,0.55,scope_guard,mapper;frame_breaker,trust_identity_access,decision_risk,1.0,cybersecurity,,65,0,36,76,0,47,authorization_rule,,1.0,none,none,"challenge, authorized_scope, assets, constraints, stakeholders",scope_contract,"Antes de idear, cuando alcance, activos, autorización o límites no están cerrados.",No usar para reemplazar una autorización legal o técnica inexistente.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,trust_identity_access|authorization_rule,unique,BF-CYB-M800-0571,,BF-Q2.0,15,11,13,15,0,2,56,medium,1-20,stage_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,trust_identity_access,cybersecurity,defensive_design,core,5,71,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0408,152,e9da8eb7566484d85cf5c966f3890c59cb9e58800ee9ddbb6ac698bff44321e0,63e5ae32ba6e8efbc642c55025e43191d2b125ba6545187e5d3ae85542cbc34e,approved_auto,,core,True,7,BLACKFORGE,R1000,frame_break,408,R1000-0408,1000_tecnicas_ruptura_de_marco.txt,Confianza y verificación,Confianza simétrica,ambas partes prueban legitimidad.,Confianza simétrica — ambas partes prueban legitimidad.,"Rompe el marco mediante: Confianza simétrica — ambas partes prueban legitimidad.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,EVALUAR,,0.8,evaluator,scope_guard;mapper,trust_identity_access,evidence_verification,1.0,cybersecurity,,0,0,0,40,8,26,evidence_required,,1.0,testable,test,"artifact_or_plan, acceptance_criteria, evidence",evaluation_report,"Cuando hay que decidir con evidencia, reproducibilidad y criterio de abandono.",No cambiar métricas después de conocer el resultado.,acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,False,trust_identity_access|evidence_required,unique,BF-CYB-R1000-0408,,BF-Q2.0,15,9,0,20,10,2,56,high,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,EVALUAR,trust_identity_access,hybrid,local_analysis,core,5,79,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0409,153,121743774d6ccf24631944ede10b5b3bea2e1ac949169aed00a043f63b56d3ba,a13d08aeca577380548658df6e199372066ae93801a4df9112da4b707f691ce2,approved_auto,,core,True,7,BLACKFORGE,R1000,frame_break,409,R1000-0409,1000_tecnicas_ruptura_de_marco.txt,Confianza y verificación,Confianza asimétrica,cada parte exige pruebas distintas.,Confianza asimétrica — cada parte exige pruebas distintas.,"Rompe el marco mediante: Confianza asimétrica — cada parte exige pruebas distintas.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,EVALUAR,,0.8,evaluator,scope_guard;mapper,trust_identity_access,evidence_verification,1.0,cybersecurity,,0,0,0,40,8,26,evidence_required,,1.0,testable,test,"artifact_or_plan, acceptance_criteria, evidence",evaluation_report,"Cuando hay que decidir con evidencia, reproducibilidad y criterio de abandono.",No cambiar métricas después de conocer el resultado.,acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,False,trust_identity_access|evidence_required,unique,BF-CYB-R1000-0409,,BF-Q2.0,15,9,0,20,10,2,56,high,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,EVALUAR,trust_identity_access,hybrid,local_analysis,core,5,79,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0833,154,88114ea20bc2b8678f12bec62ca6d90238bdec548bb83b57a441d86f9c4dcec2,829b05155957857867d9cd78669076bf199a92029c6b5ed1b6ff626b82be4b1e,approved_auto,,core,True,7,BLACKFORGE,R1000,frame_break,833,R1000-0833,1000_tecnicas_ruptura_de_marco.txt,Métricas y evaluación,Métrica de confianza,evidencia acumulada.,Métrica de confianza — evidencia acumulada.,"Rompe el marco mediante: Métrica de confianza — evidencia acumulada.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,EVALUAR,,1.0,evaluator,scope_guard;mapper,trust_identity_access,evidence_verification,1.0,cybersecurity,,0,0,0,40,8,26,feedback_source,,1.0,testable,none,"artifact_or_plan, acceptance_criteria, evidence",evaluation_report,"Cuando hay que decidir con evidencia, reproducibilidad y criterio de abandono.",No cambiar métricas después de conocer el resultado.,acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,False,trust_identity_access|feedback_source,unique,BF-CYB-R1000-0833,,BF-Q2.0,15,9,0,20,10,2,56,high,1-20,tier_recalibrated;causal_axis_added;integration_contract_added,,EVALUAR,trust_identity_access,cybersecurity,local_analysis,extended,2,70,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-S800-0883,155,ee84aa88240b93c19723e8e4dfdfbd29e11e3172e9efe4bbdf55d28c8a880c41,b2204225d4652b447af03b88685bdb64dea4afa0a1e6dd745e3b1ea061898518,approved_auto,,core,True,7,BLACKFORGE,S800,space_escape,883,S800-0883,800_tecnicas_salto_espacio_conocido.txt,"Experimentos, pruebas y verificación",Auditoría por muestreo hostil,selecciona los casos menos favorables.,Auditoría por muestreo hostil — selecciona los casos menos favorables.,"Explora fuera del espacio conocido mediante: Auditoría por muestreo hostil — selecciona los casos menos favorables.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,EVALUAR,,1.0,evaluator,scope_guard;mapper,evidence_verification,,1.0,cybersecurity,,0,0,0,40,8,26,observability,,1.0,adversarial,none,"artifact_or_plan, acceptance_criteria, evidence",evaluation_report,"Cuando hay que decidir con evidencia, reproducibilidad y criterio de abandono.",No cambiar métricas después de conocer el resultado.,acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,True,evidence_verification|observability,unique,BF-CYB-S800-0883,,BF-Q2.0,15,9,0,18,12,2,56,high,1-20,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,,MATERIALIZAR,evidence_verification,developer_tools,local_analysis,core,5,78,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-S800-0893,156,e7fed91991b5157473c49c8a620390abf56200f0443dc70aeeb043814459f176,8f48e1fa7bad6171734fb270333ad3bb5613fd9e6302a0402a87ff3dacdf30c0,approved_auto,,core,True,7,BLACKFORGE,S800,space_escape,893,S800-0893,800_tecnicas_salto_espacio_conocido.txt,"Experimentos, pruebas y verificación",Verificación por réplica hostil,otra implementación intenta discrepar.,Verificación por réplica hostil — otra implementación intenta discrepar.,"Explora fuera del espacio conocido mediante: Verificación por réplica hostil — otra implementación intenta discrepar.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,EVALUAR,MATERIALIZAR,1.0,evaluator,scope_guard;mapper,evidence_verification,,1.0,cybersecurity,,0,0,0,40,8,26,evidence_required,,1.0,adversarial,none,"artifact_or_plan, acceptance_criteria, evidence",evaluation_report,"Cuando hay que decidir con evidencia, reproducibilidad y criterio de abandono.",No cambiar métricas después de conocer el resultado.,acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,False,evidence_verification|evidence_required,unique,BF-CYB-S800-0893,,BF-Q2.0,15,9,0,18,12,2,56,high,1-20,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,,MATERIALIZAR,evidence_verification,developer_tools,local_analysis,core,5,78,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0952,157,bb029099833cf47c90cf60863100dfde285f071fca4ec2b7cae1071b65d9e4cc,f1870ea8d8ada1b5748c363324941a573eacf989c73d3b6bda0e8519bfc3edd2,approved_auto,,core,True,7,BLACKFORGE,R1000,frame_break,952,R1000-0952,1000_tecnicas_ruptura_de_marco.txt,Experimentación y prototipado,Prototipo reversible,cada cambio se deshace.,Prototipo reversible — cada cambio se deshace.,"Rompe el marco mediante: Prototipo reversible — cada cambio se deshace.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,MATERIALIZAR,,1.0,experiment_designer,evaluator,experimentation_benchmarks,,1.0,cybersecurity,,0,0,25,10,8,24,rollback_authority,,1.0,testable,experiment,"selected_candidate, causal_interventions, sandbox_constraints",experiment_plan,Cuando una idea debe convertirse en prototipo o experimento aislado.,"No desplegar sin sandbox, rollback y criterio de parada.",acceptance_criteria;logging;reproducible_environment,local_analysis,S1_DEFENSIVE,low_medium,False,False,False,False,False,experimentation_benchmarks|rollback_authority,unique,BF-CYB-R1000-0952,,BF-Q2.0,15,9,0,18,10,4,56,high,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,MATERIALIZAR,experimentation_benchmarks,hybrid,local_analysis,core,5,65,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0204,158,935c8a7ed440cda2114f0d701d63fae2204acbe21b82fa942cfa7fa452152dbc,2be0d13d60053d995ffa8a32910bede936aeb734e51a6b59f74f217f1eda4fda,approved_auto,,core,True,7,BLACKFORGE,M800,method,204,M800-0204,800_metodos_ideas_disruptivas.txt,Contradicciones TRIZ,"Más seguridad, menos complejidad",Eliminar decisiones peligrosas en vez de añadir controles.,"Más seguridad, menos complejidad — Eliminar decisiones peligrosas en vez de añadir controles.","Ejecuta la operación: Más seguridad, menos complejidad — Eliminar decisiones peligrosas en vez de añadir controles.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,ROMPER,,0.8,frame_breaker,idea_generator;adversarial_challenger,decision_risk,,0.55,cybersecurity,,8,0,19,4,0,18,decision_owner,,0.75,none,none,"problem_map, assumptions, invariants, constraints",rupture_hypothesis,Cuando las soluciones convergen sobre los mismos supuestos o restricciones.,No aplicar restricciones destructivas sobre sistemas reales.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,decision_risk|decision_owner,unique,BF-CYB-M800-0204,,BF-Q2.0,15,15,2,16,0,8,56,medium,1-20,tier_recalibrated;causal_axis_added;integration_contract_added,,ROMPER,decision_risk,cybersecurity,defensive_design,extended,2,68,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1397,159,950980a678cf2aba9e564419b2997e7b72010b55a8fe7751bb9c3896dbb750a5,c2cb2e2fd1288acd3f70cec6b30453f27a9ad0f90eb3334cae127fd563b7403b,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1397,L600-1397,lentes_1101-1700.txt,Lentes 1351-1400,Lente de ecología organizacional,"estudiar nacimiento y muerte de organizaciones como selección poblacional, no solo como decisiones internas.","Lente de ecología organizacional: estudiar nacimiento y muerte de organizaciones como selección poblacional, no solo como decisiones internas.","Examina el reto desde: Lente de ecología organizacional: estudiar nacimiento y muerte de organizaciones como selección poblacional, no solo como decisiones internas.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,cross_domain_transfer,decision_risk,1.0,cybersecurity,,0,0,0,0,0,20,decision_owner,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,cross_domain_transfer|decision_owner,unique,BF-CYB-L600-1397,,BF-Q2.0,15,15,0,13,5,7,55,high,1-20,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,EVOLUCIONAR,agents_ai_devtools,hybrid,conceptual_only,extended,2,56,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1513,160,95b8fced3a5982557bc98488ab9bcd5ce5086ade43849d5525958932856dcfc7,52538722d00d296a2038714644b24d476bc7add43a77fe6fea6acfa1cf17ddcb,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1513,L600-1513,lentes_1101-1700.txt,Lentes 1501-1550,Lente de aprobación fuera de banda,confirmar una acción crítica por un canal diferente del que la inició.,Lente de aprobación fuera de banda: confirmar una acción crítica por un canal diferente del que la inició.,"Examina el reto desde: Lente de aprobación fuera de banda: confirmar una acción crítica por un canal diferente del que la inició.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,governance_incentives,,0.8,cybersecurity,,30,0,16,16,0,21,decision_owner,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,governance_incentives|decision_owner,unique,BF-CYB-L600-1513,,BF-Q2.0,15,13,6,13,5,3,55,high,1-20,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,general_innovation,hybrid,conceptual_only,core,5,56,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1666,161,ca006be9ce5485556b6a0c662083b7c2553351852d0f31e2aa0a898862611fb4,90d2c29bd0f9c528a8bc6bf19134723dd90947c98bdbaddd07c69200c7eb8fd0,approved_auto,,core,True,7,BLACKFORGE,L600,lens,1666,L600-1666,lentes_1101-1700.txt,Lentes 1651-1700,Lente de tecnología litúrgica,observar herramientas mantenidas mediante rituales correctos aunque nadie comprenda ya sus principios.,Lente de tecnología litúrgica: observar herramientas mantenidas mediante rituales correctos aunque nadie comprenda ya sus principios.,"Examina el reto desde: Lente de tecnología litúrgica: observar herramientas mantenidas mediante rituales correctos aunque nadie comprenda ya sus principios.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,agents_ai_devtools,,0.55,cybersecurity,,0,0,0,0,30,20,observability,,0.75,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,agents_ai_devtools|observability,unique,BF-CYB-L600-1666,,BF-Q2.0,15,17,0,13,5,5,55,medium,1-20,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,agents_ai_devtools,hybrid,conceptual_only,extended,2,56,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0549,162,f7ce2b2704abd7d8e169a3fae8eac25b1c690a68d7f26b34d9eaba649e9e228e,eaad09ead8b2c65d1a309e066862c589e1f6e046c5512435c5bc9b49a670ba06,approved_auto,,core,True,7,BLACKFORGE,M800,method,549,M800-0549,800_metodos_ideas_disruptivas.txt,IA y automatización,Generación con restricciones,Bloquear salidas que violen reglas estructurales.,Generación con restricciones — Bloquear salidas que violen reglas estructurales.,"Ejecuta la operación: Generación con restricciones — Bloquear salidas que violen reglas estructurales.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DELIMITAR,,1.0,scope_guard,mapper;frame_breaker,agents_ai_devtools,,0.8,developer_tools,,0,37,0,10,54,31,constraint_scope,,1.0,none,none,"challenge, authorized_scope, assets, constraints, stakeholders",scope_contract,"Antes de idear, cuando alcance, activos, autorización o límites no están cerrados.",No usar para reemplazar una autorización legal o técnica inexistente.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,agents_ai_devtools|constraint_scope,unique,BF-CYB-M800-0549,,BF-Q2.0,15,13,7,15,0,5,55,high,1-20,stage_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,agents_ai_devtools,developer_tools,defensive_design,core,5,66,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0174,163,7e718b429d99e7b041526721f006a17c42ca4a91397dd0b8910fc60f475d8a34,08952cd3d6ee529635805ede28bba92380c26e02431b0eb778998ed3bb5d5433,approved_auto,,core,True,7,BLACKFORGE,M800,method,174,M800-0174,800_metodos_ideas_disruptivas.txt,Analogías intersectoriales,Arquitectura aplicada a procesos,"Diseñar cimientos, cargas, circulaciones y zonas de fallo.","Arquitectura aplicada a procesos — Diseñar cimientos, cargas, circulaciones y zonas de fallo.","Ejecuta la operación: Arquitectura aplicada a procesos — Diseñar cimientos, cargas, circulaciones y zonas de fallo.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,architecture_topology,failure_resilience,1.0,cybersecurity,,0,0,0,0,30,20,topology,failure_default,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,architecture_topology|topology,unique,BF-CYB-M800-0174,,BF-Q2.0,15,15,0,15,0,10,55,medium,1-20,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,DIVERGIR,failure_resilience,hybrid,defensive_design,extended,2,67,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0541,164,75935cb77b000f1bbe364ca791aa9c57c13482c112ac67dbe2a7405e41b6fff8,9b296a18814306a7961e8a14e81baeacc9b00347b6871fa1f256cea49d46b5f5,approved_auto,,core,True,7,BLACKFORGE,M800,method,541,M800-0541,800_metodos_ideas_disruptivas.txt,IA y automatización,"Copiloto, no piloto",Usar IA para proponer y dejar aprobación humana en decisiones críticas.,"Copiloto, no piloto — Usar IA para proponer y dejar aprobación humana en decisiones críticas.","Ejecuta la operación: Copiloto, no piloto — Usar IA para proponer y dejar aprobación humana en decisiones críticas.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,agents_ai_devtools,decision_risk,1.0,developer_tools,,0,37,0,0,54,28,decision_owner,human_behavior,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,agents_ai_devtools|decision_owner,unique,BF-CYB-M800-0541,,BF-Q2.0,15,13,7,15,0,5,55,medium,1-20,causal_axis_added;integration_contract_added,,DIVERGIR,agents_ai_devtools,developer_tools,defensive_design,core,5,66,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
